"","y","x","z"
"1",0.208787252773472,3.89443159101536,1
"2",-2.7147922989456,3.17017224117937,1.004004004004
"3",14.9759751122966,10.8013992529998,1.00800800800801
"4",-0.86668207737253,3.80188799295275,1.01201201201201
"5",-0.0237165351382367,3.2285231193491,1.01601601601602
"6",9.39633360298385,8.54259678405595,1.02002002002002
"7",-2.79893148453164,2.42195651102869,1.02402402402402
"8",6.18864155163283,6.58754554642935,1.02802802802803
"9",-3.71252640959769,2.11840709883561,1.03203203203203
"10",7.07391357335438,6.99925812808618,1.03603603603604
"11",1.86230564354157,4.57015890998083,1.04004004004004
"12",-0.163682782485168,3.82642081101506,1.04404404404404
"13",-11.6546079672015,-1.65088978851334,1.04804804804805
"14",7.87541586919444,7.31003916286542,1.05205205205205
"15",-12.1206077558605,-1.68716107203034,1.05605605605606
"16",5.33914101049738,6.89631624611738,1.06006006006006
"17",0.814351125005417,4.50180613866979,1.06406406406406
"18",10.6812075808221,9.363975617633,1.06806806806807
"19",13.1037088306638,10.1933424112003,1.07207207207207
"20",-9.71737928362603,-0.150262309236881,1.07607607607608
"21",-2.94266454408682,3.00951503997142,1.08008008008008
"22",6.61799146549972,7.11538233551849,1.08408408408408
"23",1.95480376064845,5.30521950537196,1.08808808808809
"24",-8.35415280566593,0.642495733284488,1.09209209209209
"25",-5.36754292202685,1.93848371138737,1.0960960960961
"26",-5.17766471146518,2.05104441358613,1.1001001001001
"27",17.253404181984,12.394580642037,1.1041041041041
"28",11.802653556805,9.42969887732757,1.10810810810811
"29",-12.3323441333124,-2.04993674504322,1.11211211211211
"30",-3.91326045295474,2.06226290272272,1.11611611611612
"31",7.85829379016141,7.88140604254058,1.12012012012012
"32",-1.4869363311817,3.49258157749362,1.12412412412412
"33",3.57714274125529,6.05650336063773,1.12812812812813
"34",0.680536528264617,4.54767521415457,1.13213213213213
"35",0.192826146809312,4.42870588135738,1.13613613613614
"36",1.84046805919701,4.96627492442002,1.14014014014014
"37",0.238739839840624,4.90634927107053,1.14414414414414
"38",4.48042094870043,6.65710584628989,1.14814814814815
"39",9.79991862666956,8.8294489833559,1.15215215215215
"40",4.05962379469836,6.14028294172126,1.15615615615616
"41",-6.30849089734123,1.51503375581273,1.16016016016016
"42",3.2554477810412,6.11550869965342,1.16416416416416
